index,Hotel Name,Date,Day,Hotel Score,Hotel Score Round,Price
9929,게이오 플라자 호텔 도쿄(Keio Plaza Hotel Tokyo),2023-07-19,수,8.4,8,114529
9930,오다큐 호텔 센츄리 서던 타워(Odakyu Hotel Century Southern Tower),2023-07-19,수,8.7,9,294277
9931,City Hotel Dolphin,2023-07-19,수,5.1,5,153255
9932,Nano North Shinjuku Apartment,2023-07-19,수,6.4,6,139845
9933,신 오쿠보 세키테이(Shin Okubo Sekitei),2023-07-19,수,8.4,8,101209
9934,634 Condo Shinjuku - Vacation STAY 14798v,2023-07-19,수,10.0,10,311202
9935,도모 호텔 (Domo Hotel),2023-07-19,수,8.4,8,887014
9936,shinjuku lions house,2023-07-19,수,6.8,7,224135
9937,Kimpton Shinjuku Tokyo  an IHG Hotel,2023-07-19,수,8.7,9,152067
9938,HOTEL GROOVE SHINJUKU  A PARKROYAL Hotel,2023-07-19,수,8.7,9,150764
9939,yksi SAUNA & STAY,2023-07-19,수,8.7,9,141760
9940,호텔 엠파이어 인 신주쿠(Hotel Empire in Shinjuku),2023-07-19,수,6.1,6,84290
9941,헌드레드 스테이 도쿄 신주쿠(Hundred Stay Tokyo Shinjuku),2023-07-19,수,8.8,9,277774
9942,Hotel Shu,2023-07-19,수,7.1,7,302613
9943,SHINJUKU WARM VILLA I,2023-07-19,수,7.7,8,266117
9944,City Hotel Southern Cross,2023-07-19,수,6.2,6,163618
9945,Pod Select Hotel Shinjuku,2023-07-19,수,6.8,7,200878
9946,Hotel Yuyukan Center of Kabukicho  Shinjuku,2023-07-19,수,6.1,6,678151
9947,sequence MIYASHITA PARK - Shibuya,2023-07-20,목,8.3,8,308301
9948,The OneFive Tokyo Shibuya,2023-07-20,목,7.8,8,308301
9949,더 밀레니얼스 시부야(The Millennials Shibuya),2023-07-20,목,8.6,9,329365
9950,시부야 스트림 엑셀 호텔 도큐(Shibuya Stream Excel Hotel Tokyu),2023-07-20,목,8.7,9,172342
9951,all day place shibuya,2023-07-20,목,8.5,8,395397
9952,Hotel Wing International Premium Shibuya,2023-07-20,목,8.0,8,175860
9953,아파 호텔 시부야 도겐자카(APA Hotel Shibuya Dogenzakaue),2023-07-20,목,7.3,7,225397
9954,시부야 호텔 엔(Shibuya Hotel En),2023-07-20,목,7.8,8,172342
9955,시부야 토부 호텔(Shibuya Tobu Hotel),2023-07-20,목,7.9,8,308301
9956,Mustard Hotel Shibuya,2023-07-20,목,7.5,8,287496
9957,토큐 스테이 시부야(Tokyu Stay Shibuya),2023-07-20,목,8.2,8,203319
9958,도미 인 프리미엄 시부야-진구마에(Dormy Inn Premium Shibuya-jingumae),2023-07-20,목,8.3,8,216062
9959,사쿠라 플뤠르 아오야마(Sakura Fleur Aoyama),2023-07-20,목,8.0,8,225397
9960,시부야 그랑벨 호텔(Shibuya Granbell Hotel),2023-07-20,목,7.4,7,207468
9961,시부야 엑셀 호텔 도큐(Shibuya Excel Hotel Tokyu),2023-07-20,목,8.4,8,250328
9962,트렁크 (호텔)(TRUNK (HOTEL)),2023-07-20,목,8.8,9,255437
9963,토큐 스테이 시부야 신미나미구치(Tokyu Stay Shibuya Shin-Minamiguchi),2023-07-20,목,7.9,8,293961
9964,시부야 크레스톤 호텔(Shibuya Creston Hotel),2023-07-20,목,8.0,8,216062
9965,Hotel DIAMOND,2023-07-20,목,7.4,7,250328
9966,SALON Shibuya,2023-07-20,목,7.4,7,254019
9967,Tabist Hotel New Washington Shibuya,2023-07-20,목,6.6,7,436488
9968,The Millennials Shibuya / Vacation STAY 80745,2023-07-20,목,8.0,8,281605
9969,The Millennials Shibuya / Vacation STAY 80776,2023-07-20,목,8.2,8,281605
9970,Cerulean Tower Tokyu Hotel  A Pan Pacific Partner Hotel,2023-07-20,목,8.9,9,203319
9971,Hotel Emit Shibuya - Vacation STAY 40892v,2023-07-20,목,7.3,7,436488
9972,Hotel Emit Shibuya - Vacation STAY 40890v,2023-07-20,목,7.4,7,287352
9973,Hotel Emit Shibuya - Vacation STAY 40888v,2023-07-20,목,4.0,4,308301
9974,Hotel Emit Shibuya - Vacation STAY 40894v,2023-07-20,목,7.5,8,445396
9975,시부야 도큐 레이 호텔(Shibuya Tokyu REI Hotel),2023-07-20,목,8.1,8,329365
9976,신주쿠 그랑벨 호텔(Shinjuku Granbell Hotel),2023-07-20,목,7.8,8,134088
9977,La'gent Hotel Shinjuku Kabukicho,2023-07-20,목,8.4,8,206510
9978,APA Hotel Shinjuku Kabukicho Chuo,2023-07-20,목,7.7,8,198273
9979,호텔 로즈 가든 신주쿠(Hotel Rose Garden Shinjuku),2023-07-20,목,7.9,8,315032
9980,신주쿠 워싱턴 호텔(Shinjuku Washington Hotel),2023-07-20,목,7.1,7,718381
9981,신주쿠 프린스 호텔(Shinjuku Prince Hotel),2023-07-20,목,7.9,8,321461
9982,APA 호텔 신주쿠 교에마에 (APA Hotel Shinjuku Gyoemmae),2023-07-20,목,7.8,8,131406
9983,APA Hotel Higashi Shinjuku Kabukicho Tower,2023-07-20,목,8.0,8,194308
9984,호텔 썬루트 플라자 신주쿠(Hotel Sunroute Plaza Shinjuku),2023-07-20,목,8.3,8,262353
9985,APA 호텔 & 리조트 니시신주쿠-고초메-에키 타워(APA Hotel & Resort Nishishinjuku-Gochome-Eki Tower),2023-07-20,목,8.2,8,194308
9986,더 낫 도쿄 신주쿠(THE KNOT TOKYO Shinjuku),2023-07-20,목,8.4,8,131406
9987,Tokyu Stay Shinjuku Eastside,2023-07-20,목,8.8,9,254796
9988,HOTEL CEN,2023-07-20,목,8.2,8,93868
9989,MIMARU TOKYO SHINJUKU WEST,2023-07-20,목,8.9,9,251529
9990,APA 호텔 - 히가시신주쿠 가부키초 히가시(APA Hotel - Higashishinjuku Kabukicho Higashi),2023-07-20,목,7.7,8,153255
9991,E 호텔 히가시 신주쿠(E Hotel Higashi Shinjuku),2023-07-20,목,7.3,7,186518
9992,아파 호텔 히가시-신주쿠-에키마에(APA Hotel Higashi-Shinjuku-Ekimae),2023-07-20,목,7.7,8,201147
9993,Via Inn Shinjuku,2023-07-20,목,8.2,8,101209
9994,시타딘스 센트럴 신주쿠 도쿄 (Citadines Central Shinjuku Tokyo),2023-07-20,목,8.0,8,163618
9995,프리미어 호텔 캐빈 신주쿠(Premier Hotel Cabin Shinjuku),2023-07-20,목,7.7,8,150189
9996,호텔 그레이서리 신주쿠(Hotel Gracery Shinjuku),2023-07-20,목,8.3,8,150189
9997,APA 호텔 신주쿠-가부키쵸 타워(APA Hotel Shinjuku-Kabukicho Tower),2023-07-20,목,7.7,8,153255
9998,Sotetsu Fresa Inn Higashi Shinjuku,2023-07-20,목,8.2,8,361106
9999,호텔 & 스파 제이-멕스 신주쿠 가부키초(성인 전용)(HOTEL & SPA J-MEX Shinjuku Kabukicho (Adult Only)),2023-07-20,목,8.7,9,212028
10000,HOTEL MYSTAYS Nishi Shinjuku,2023-07-20,목,7.6,8,186518
10001,시타딘 신주쿠 도쿄(Citadines Shinjuku Tokyo),2023-07-20,목,8.6,9,116408
10002,JR Kyushu Hotel Blossom Shinjuku (JR Kyushu Hotel Blossom Shinjuku),2023-07-20,목,8.7,9,141952
10003,Stay SAKURA Tokyo Shinjuku Hyakukura,2023-07-20,목,8.5,8,147843
10004,HOTEL D-WAVE Shinjuku（Adult Only),2023-07-20,목,8.9,9,153255
10005,Book Tea Bed SHINJUKU-GYOEN,2023-07-20,목,7.4,7,226577
10006,Blue Empire Hotel,2023-07-20,목,6.6,7,272218
10007,호텔 안 신주쿠 가부키초 (성인 전용)(HOTEL AN Shinjuku Kabukicho (Adult Only)),2023-07-20,목,8.5,8,1712088
10008,호텔 더 호텔(성인 전용)(HOTEL THE HOTEL SHINJUKU (Adult Only)),2023-07-20,목,6.7,7,69683
10009,Hotel Matsunoi,2023-07-20,목,8.4,8,226779
10010,아파트 호텔 신주쿠(Apartment Hotel Shinjuku),2023-07-20,목,7.4,7,103274
10011,Tokyu Stay Yotsuya,2023-07-20,목,7.9,8,266117
10012,호텔 리스텔 신주쿠(Hotel Listel Shinjuku),2023-07-20,목,7.4,7,160346
10013,파크 하얏트 도쿄(Park Hyatt Tokyo),2023-07-20,목,9.2,9,310340
10014,호텔 빌라 폰테인 도쿄-신주쿠(Hotel Villa Fontaine Tokyo-Shinjuku),2023-07-20,목,7.9,8,245859
10015,신주쿠 시티 호텔 N.U.T.S 도쿄(Shinjuku City Hotel N.U.T.S Tokyo),2023-07-20,목,7.7,8,288406
10016,Hotel Petit Bali Garden Shin-Okubo (Adult Only),2023-07-20,목,8.3,8,282638
10017,카도야 호텔(Kadoya Hotel),2023-07-20,목,8.0,8,169691
10018,Lion House,2023-07-20,목,7.5,8,150189
10019,Hotel QUEEN ANNEX,2023-07-20,목,7.8,8,268483
10020,Shinokubo guest house,2023-07-20,목,9.2,9,887014
10021,호텔 타테시나(Hotel Tateshina),2023-07-20,목,6.5,6,272218
10022,HOTEL LiVEMAX Shinjuku Kabukicho-Meijidori,2023-07-20,목,5.1,5,214786
10023,Keio Presso Inn Shinjuku,2023-07-20,목,7.8,8,678151
10024,HOTEL LiVEMAX Shinjuku EAST,2023-07-20,목,6.2,6,1712088
10025,레지던스 호텔 윌 신주쿠 (Residence Hotel Will Shinjuku),2023-07-20,목,6.4,6,664588
10026,COCOSHUKU Shinjuku-Hanazono,2023-07-20,목,8.1,8,281605
10027,Hotel BaliAn Resort Shinjuku Glamping,2023-07-20,목,9.0,9,311202
10028,TOKYO E JOY INN（Okubo branch in Shinjuku）,2023-07-20,목,6.7,7,301720
10029,Hotel Yuyukan - Vacation STAY 10008v,2023-07-20,목,6.1,6,1902320
10030,SHINJUKU WARM HOUSE,2023-07-20,목,8.3,8,287352
10031,HOTEL LiVEMAX Shinjuku Kabukicho,2023-07-20,목,6.3,6,202756
10032,Hotel Koryukaku,2023-07-20,목,5.8,6,160346
10033,SHINJUKU GLOBAL HOTEL,2023-07-20,목,7.6,8,82604
10034,신주쿠 어반 호텔(Shinjuku Urban Hotel),2023-07-20,목,7.6,8,304134
10035,하나비 호텔(Hanabi Hotel),2023-07-20,목,6.8,7,153255
10036,호텔 선라이트 신주쿠(Hotel Sunlite Shinjuku),2023-07-20,목,7.5,8,84290
10037,Hotel Rose Garden Shinjuku - Vacation STAY 72147v,2023-07-20,목,9.7,10,137048
10038,토큐 스테이 니시 신주쿠(Tokyu Stay Nishi Shinjuku),2023-07-20,목,8.0,8,210725
10039,Hotel Keihan Tokyo Yotsuya,2023-07-20,목,8.3,8,150764
10040,GLOU Higashi Shinjuku,2023-07-20,목,8.1,8,147749
10041,Daiwa Roynet Hotel Nishi-Shinjuku PREMIER,2023-07-20,목,8.8,9,95784
10042,ホテルパセラリビング東新宿,2023-07-20,목,8.5,8,139462
10043,호텔 록스(Hotel Rocks),2023-07-20,목,5.5,6,170496
10044,호텔 뉴 쇼헤이(Hotel New Shohei),2023-07-20,목,8.0,8,304134
10045,Galois Hotel Shinokubo,2023-07-20,목,8.6,9,315032
10046,오야도 고코치(Oyado Cocochi),2023-07-20,목,7.5,8,150189
10047,Hotel&Co. Sagami,2023-07-20,목,6.3,6,905116
10048,Tokyo shinjukutei Hotel Asahi gruop 東京新宿亭ホテル,2023-07-20,목,6.7,7,274481
10049,Toyoko Inn Tokyo Shinjuku Kabukicho,2023-07-20,목,7.3,7,139845
10050,Toyoko Inn Tokyo Shinjuku gyoemmae eki 3 ban Deguchi,2023-07-20,목,7.9,8,167086
10051,Miyanonoki guest house,2023-07-20,목,6.0,6,68289
10052,게이오 프라자 호텔 도쿄 프리미어 그랜드 (Keio Plaza Hotel Tokyo Premier Grand),2023-07-20,목,8.9,9,226779
10053,Sakura Cross Hotel Shinjuku East Annex,2023-07-20,목,8.8,9,281605
10054,힐튼 도쿄 호텔(Hilton Tokyo Hotel),2023-07-20,목,8.3,8,214786
10055,호텔 윙 인터내셔널 프리미엄 도쿄 요츠야 (Hotel Wing International Premium Tokyo Yotsuya),2023-07-20,목,8.3,8,206510
10056,게이오 플라자 호텔 도쿄(Keio Plaza Hotel Tokyo),2023-07-20,목,8.4,8,212028
10057,오다큐 호텔 센츄리 서던 타워(Odakyu Hotel Century Southern Tower),2023-07-20,목,8.7,9,664588
10058,City Hotel Dolphin,2023-07-20,목,5.1,5,68289
10059,Nano North Shinjuku Apartment,2023-07-20,목,6.4,6,137048
10060,신 오쿠보 세키테이(Shin Okubo Sekitei),2023-07-20,목,8.4,8,282638
10061,634 Condo Shinjuku - Vacation STAY 14798v,2023-07-20,목,10.0,10,274481
10062,도모 호텔 (Domo Hotel),2023-07-20,목,8.4,8,887014
10063,shinjuku lions house,2023-07-20,목,6.8,7,116408
10064,Kimpton Shinjuku Tokyo  an IHG Hotel,2023-07-20,목,8.7,9,150189
10065,HOTEL GROOVE SHINJUKU  A PARKROYAL Hotel,2023-07-20,목,8.7,9,254796
10066,yksi SAUNA & STAY,2023-07-20,목,8.7,9,147749
10067,호텔 엠파이어 인 신주쿠(Hotel Empire in Shinjuku),2023-07-20,목,6.1,6,101209
10068,헌드레드 스테이 도쿄 신주쿠(Hundred Stay Tokyo Shinjuku),2023-07-20,목,8.8,9,277774
10069,Hotel Shu,2023-07-20,목,7.1,7,82604
10070,SHINJUKU WARM VILLA I,2023-07-20,목,7.7,8,266117
10071,City Hotel Southern Cross,2023-07-20,목,6.2,6,276260
10072,Pod Select Hotel Shinjuku,2023-07-20,목,6.8,7,93868
10073,Hotel Yuyukan Center of Kabukicho  Shinjuku,2023-07-20,목,6.1,6,150189
10074,sequence MIYASHITA PARK - Shibuya,2023-07-21,금,8.3,8,429429
10075,The OneFive Tokyo Shibuya,2023-07-21,금,7.8,8,429429
10076,더 밀레니얼스 시부야(The Millennials Shibuya),2023-07-21,금,8.6,9,248939
10077,시부야 스트림 엑셀 호텔 도큐(Shibuya Stream Excel Hotel Tokyu),2023-07-21,금,8.7,9,388728
10078,all day place shibuya,2023-07-21,금,8.5,8,388728
10079,Hotel Wing International Premium Shibuya,2023-07-21,금,8.0,8,254019
10080,아파 호텔 시부야 도겐자카(APA Hotel Shibuya Dogenzakaue),2023-07-21,금,7.3,7,269345
10081,시부야 호텔 엔(Shibuya Hotel En),2023-07-21,금,7.8,8,263958
10082,Mustard Hotel Shibuya,2023-07-21,금,7.5,8,248939
10083,토큐 스테이 시부야(Tokyu Stay Shibuya),2023-07-21,금,8.2,8,288547
10084,도미 인 프리미엄 시부야-진구마에(Dormy Inn Premium Shibuya-jingumae),2023-07-21,금,8.3,8,436488
10085,사쿠라 플뤠르 아오야마(Sakura Fleur Aoyama),2023-07-21,금,8.0,8,294435
10086,시부야 그랑벨 호텔(Shibuya Granbell Hotel),2023-07-21,금,7.4,7,263958
10087,시부야 엑셀 호텔 도큐(Shibuya Excel Hotel Tokyu),2023-07-21,금,8.4,8,300379
10088,트렁크 (호텔)(TRUNK (HOTEL)),2023-07-21,금,8.8,9,436488
10089,토큐 스테이 시부야 신미나미구치(Tokyu Stay Shibuya Shin-Minamiguchi),2023-07-21,금,7.9,8,288547
10090,시부야 크레스톤 호텔(Shibuya Creston Hotel),2023-07-21,금,8.0,8,445396
10091,Hotel DIAMOND,2023-07-21,금,7.4,7,300379
10092,SALON Shibuya,2023-07-21,금,7.4,7,240226
10093,Tabist Hotel New Washington Shibuya,2023-07-21,금,6.6,7,400856
10094,The Millennials Shibuya / Vacation STAY 80745,2023-07-21,금,8.0,8,438193
10095,The Millennials Shibuya / Vacation STAY 80776,2023-07-21,금,8.2,8,429429
10096,Cerulean Tower Tokyu Hotel  A Pan Pacific Partner Hotel,2023-07-21,금,8.9,9,306509
10097,Hotel Emit Shibuya - Vacation STAY 40892v,2023-07-21,금,7.3,7,294629
10098,Hotel Emit Shibuya - Vacation STAY 40890v,2023-07-21,금,7.4,7,429429
10099,Hotel Emit Shibuya - Vacation STAY 40888v,2023-07-21,금,4.0,4,429429
10100,Hotel Emit Shibuya - Vacation STAY 40894v,2023-07-21,금,7.5,8,294629
10101,시부야 도큐 레이 호텔(Shibuya Tokyu REI Hotel),2023-07-21,금,8.1,8,466660
10102,신주쿠 그랑벨 호텔(Shinjuku Granbell Hotel),2023-07-21,금,7.8,8,145731
10103,La'gent Hotel Shinjuku Kabukicho,2023-07-21,금,8.4,8,234296
10104,APA Hotel Shinjuku Kabukicho Chuo,2023-07-21,금,7.7,8,128130
10105,호텔 로즈 가든 신주쿠(Hotel Rose Garden Shinjuku),2023-07-21,금,7.9,8,267194
10106,신주쿠 워싱턴 호텔(Shinjuku Washington Hotel),2023-07-21,금,7.1,7,267194
10107,신주쿠 프린스 호텔(Shinjuku Prince Hotel),2023-07-21,금,7.9,8,321461
10108,APA 호텔 신주쿠 교에마에 (APA Hotel Shinjuku Gyoemmae),2023-07-21,금,7.8,8,229940
10109,APA Hotel Higashi Shinjuku Kabukicho Tower,2023-07-21,금,8.0,8,130745
10110,APA 호텔 & 리조트 니시신주쿠-고초메-에키 타워(APA Hotel & Resort Nishishinjuku-Gochome-Eki Tower),2023-07-21,금,8.2,8,229940
10111,더 낫 도쿄 신주쿠(THE KNOT TOKYO Shinjuku),2023-07-21,금,8.4,8,234633
10112,Tokyu Stay Shinjuku Eastside,2023-07-21,금,8.8,9,265610
10113,HOTEL CEN,2023-07-21,금,8.2,8,161454
10114,MIMARU TOKYO SHINJUKU WEST,2023-07-21,금,8.9,9,233357
10115,APA 호텔 - 히가시신주쿠 가부키초 히가시(APA Hotel - Higashishinjuku Kabukicho Higashi),2023-07-21,금,7.7,8,315032
10116,E 호텔 히가시 신주쿠(E Hotel Higashi Shinjuku),2023-07-21,금,7.3,7,178350
10117,아파 호텔 히가시-신주쿠-에키마에(APA Hotel Higashi-Shinjuku-Ekimae),2023-07-21,금,7.7,8,238119
10118,Via Inn Shinjuku,2023-07-21,금,8.2,8,154318
10119,시타딘스 센트럴 신주쿠 도쿄 (Citadines Central Shinjuku Tokyo),2023-07-21,금,8.0,8,186779
10120,프리미어 호텔 캐빈 신주쿠(Premier Hotel Cabin Shinjuku),2023-07-21,금,7.7,8,164749
10121,Bespoke Hotel Shinjuku,2023-07-21,금,8.5,8,552697
10122,호텔 그레이서리 신주쿠(Hotel Gracery Shinjuku),2023-07-21,금,8.3,8,552697
10123,APA 호텔 신주쿠-가부키쵸 타워(APA Hotel Shinjuku-Kabukicho Tower),2023-07-21,금,7.7,8,110104
10124,Sotetsu Fresa Inn Higashi Shinjuku,2023-07-21,금,8.2,8,338865
10125,도큐 스테이 신주쿠(Tokyu Stay Shinjuku),2023-07-21,금,8.4,8,181990
10126,호텔 & 스파 제이-멕스 신주쿠 가부키초(성인 전용)(HOTEL & SPA J-MEX Shinjuku Kabukicho (Adult Only)),2023-07-21,금,8.7,9,411872
10127,HOTEL MYSTAYS Nishi Shinjuku,2023-07-21,금,7.6,8,178350
10128,HOTEL AMANEK Shinjuku Kabukicho,2023-07-21,금,8.5,8,363980
10129,시타딘 신주쿠 도쿄(Citadines Shinjuku Tokyo),2023-07-21,금,8.6,9,225093
10130,JR Kyushu Hotel Blossom Shinjuku (JR Kyushu Hotel Blossom Shinjuku),2023-07-21,금,8.7,9,563977
10131,Stay SAKURA Tokyo Shinjuku Hyakukura,2023-07-21,금,8.5,8,220591
10132,Book Tea Bed SHINJUKU-GYOEN,2023-07-21,금,7.4,7,315032
10133,Blue Empire Hotel,2023-07-21,금,6.6,7,239077
10134,호텔 안 신주쿠 가부키초 (성인 전용)(HOTEL AN Shinjuku Kabukicho (Adult Only)),2023-07-21,금,8.5,8,140793
10135,Hotel Matsunoi,2023-07-21,금,8.4,8,376431
10136,아파트 호텔 신주쿠(Apartment Hotel Shinjuku),2023-07-21,금,7.4,7,302613
10137,니시테츠 인 신주쿠(Nishitetsu Inn Shinjuku),2023-07-21,금,8.3,8,552697
10138,Tokyu Stay Yotsuya,2023-07-21,금,7.9,8,143667
10139,호텔 리스텔 신주쿠(Hotel Listel Shinjuku),2023-07-21,금,7.4,7,339938
10140,파크 하얏트 도쿄(Park Hyatt Tokyo),2023-07-21,금,9.2,9,277582
10141,호텔 빌라 폰테인 도쿄-신주쿠(Hotel Villa Fontaine Tokyo-Shinjuku),2023-07-21,금,7.9,8,161454
10142,신주쿠 시티 호텔 N.U.T.S 도쿄(Shinjuku City Hotel N.U.T.S Tokyo),2023-07-21,금,7.7,8,294277
10143,Hotel Petit Bali Garden Shin-Okubo (Adult Only),2023-07-21,금,8.3,8,308789
10144,Lion House,2023-07-21,금,7.5,8,178350
10145,Hotel Balian Resort Higashi Shinjuku (Adult Only),2023-07-21,금,8.1,8,322907
10146,Hotel QUEEN ANNEX,2023-07-21,금,7.8,8,271950
10147,호텔 타테시나(Hotel Tateshina),2023-07-21,금,6.5,6,261893
10148,HOTEL LiVEMAX Shinjuku Kabukicho-Meijidori,2023-07-21,금,5.1,5,397063
10149,Keio Presso Inn Shinjuku,2023-07-21,금,7.8,8,178350
10150,HOTEL LiVEMAX Shinjuku EAST,2023-07-21,금,6.2,6,267238
10151,레지던스 호텔 윌 신주쿠 (Residence Hotel Will Shinjuku),2023-07-21,금,6.4,6,300283
10152,Hotel BaliAn Resort Shinjuku Glamping,2023-07-21,금,9.0,9,128130
10153,TOKYO E JOY INN（Okubo branch in Shinjuku）,2023-07-21,금,6.7,7,552697
10154,Hotel Yuyukan - Vacation STAY 10008v,2023-07-21,금,6.1,6,140793
10155,SHINJUKU WARM HOUSE,2023-07-21,금,8.3,8,180453
10156,HOTEL LiVEMAX Shinjuku Kabukicho,2023-07-21,금,6.3,6,100573
10157,Hotel Koryukaku,2023-07-21,금,5.8,6,405167
10158,SHINJUKU GLOBAL HOTEL,2023-07-21,금,7.6,8,151231
10159,신주쿠 어반 호텔(Shinjuku Urban Hotel),2023-07-21,금,7.6,8,272031
10160,하나비 호텔(Hanabi Hotel),2023-07-21,금,6.8,7,552697
10161,호텔 선라이트 신주쿠(Hotel Sunlite Shinjuku),2023-07-21,금,7.5,8,151231
10162,토큐 스테이 니시 신주쿠(Tokyu Stay Nishi Shinjuku),2023-07-21,금,8.0,8,234296
10163,Hotel Keihan Tokyo Yotsuya,2023-07-21,금,8.3,8,338865
10164,GLOU Higashi Shinjuku,2023-07-21,금,8.1,8,128130
10165,Daiwa Roynet Hotel Nishi-Shinjuku PREMIER,2023-07-21,금,8.8,9,220591
10166,Super Hotel Shinjuku Kabukicho,2023-07-21,금,8.0,8,145731
10167,ホテルパセラリビング東新宿,2023-07-21,금,8.5,8,322907
10168,호텔 록스(Hotel Rocks),2023-07-21,금,5.5,6,98562
10169,호텔 뉴 쇼헤이(Hotel New Shohei),2023-07-21,금,8.0,8,272031
10170,Galois Hotel Shinokubo,2023-07-21,금,8.6,9,718381
10171,오야도 고코치(Oyado Cocochi),2023-07-21,금,7.5,8,181990
10172,Tokyo shinjukutei Hotel Asahi gruop 東京新宿亭ホテル,2023-07-21,금,6.7,7,128130
10173,Toyoko Inn Tokyo Shinjuku Kabukicho,2023-07-21,금,7.3,7,140803
10174,Toyoko Inn Tokyo Shinjuku gyoemmae eki 3 ban Deguchi,2023-07-21,금,7.9,8,143676
10175,Miyanonoki guest house,2023-07-21,금,6.0,6,552697
10176,게이오 프라자 호텔 도쿄 프리미어 그랜드 (Keio Plaza Hotel Tokyo Premier Grand),2023-07-21,금,8.9,9,296356
10177,Sakura Cross Hotel Shinjuku East Annex,2023-07-21,금,8.8,9,180453
10178,힐튼 도쿄 호텔(Hilton Tokyo Hotel),2023-07-21,금,8.3,8,98562
10179,호텔 윙 인터내셔널 프리미엄 도쿄 요츠야 (Hotel Wing International Premium Tokyo Yotsuya),2023-07-21,금,8.3,8,148705
10180,게이오 플라자 호텔 도쿄(Keio Plaza Hotel Tokyo),2023-07-21,금,8.4,8,276260
10181,오다큐 호텔 센츄리 서던 타워(Odakyu Hotel Century Southern Tower),2023-07-21,금,8.7,9,294277
10182,Nano North Shinjuku Apartment,2023-07-21,금,6.4,6,552697
10183,도모 호텔 (Domo Hotel),2023-07-21,금,8.4,8,887014
10184,Kimpton Shinjuku Tokyo  an IHG Hotel,2023-07-21,금,8.7,9,552697
10185,HOTEL GROOVE SHINJUKU  A PARKROYAL Hotel,2023-07-21,금,8.7,9,265610
10186,yksi SAUNA & STAY,2023-07-21,금,8.7,9,233357
10187,호텔 엠파이어 인 신주쿠(Hotel Empire in Shinjuku),2023-07-21,금,6.1,6,302613
10188,헌드레드 스테이 도쿄 신주쿠(Hundred Stay Tokyo Shinjuku),2023-07-21,금,8.8,9,261893
10189,Hotel Shu,2023-07-21,금,7.1,7,230169
10190,SHINJUKU WARM VILLA I,2023-07-21,금,7.7,8,552697
10191,City Hotel Southern Cross,2023-07-21,금,6.2,6,397063
10192,Pod Select Hotel Shinjuku,2023-07-21,금,6.8,7,271950
10193,Hotel Yuyukan Center of Kabukicho  Shinjuku,2023-07-21,금,6.1,6,181990
10194,sequence MIYASHITA PARK - Shibuya,2023-07-22,토,8.3,8,683963
10195,The OneFive Tokyo Shibuya,2023-07-22,토,7.8,8,299386
10196,더 밀레니얼스 시부야(The Millennials Shibuya),2023-07-22,토,8.6,9,235422
10197,시부야 스트림 엑셀 호텔 도큐(Shibuya Stream Excel Hotel Tokyu),2023-07-22,토,8.7,9,421281
10198,all day place shibuya,2023-07-22,토,8.5,8,683963
10199,Hotel Wing International Premium Shibuya,2023-07-22,토,8.0,8,235422
10200,아파 호텔 시부야 도겐자카(APA Hotel Shibuya Dogenzakaue),2023-07-22,토,7.3,7,305496
10201,시부야 호텔 엔(Shibuya Hotel En),2023-07-22,토,7.8,8,512445
10202,Mustard Hotel Shibuya,2023-07-22,토,7.5,8,505740
10203,토큐 스테이 시부야(Tokyu Stay Shibuya),2023-07-22,토,8.2,8,240226
10204,도미 인 프리미엄 시부야-진구마에(Dormy Inn Premium Shibuya-jingumae),2023-07-22,토,8.3,8,339616
10205,사쿠라 플뤠르 아오야마(Sakura Fleur Aoyama),2023-07-22,토,8.0,8,299386
10206,시부야 그랑벨 호텔(Shibuya Granbell Hotel),2023-07-22,토,7.4,7,502196
10207,시부야 엑셀 호텔 도큐(Shibuya Excel Hotel Tokyu),2023-07-22,토,8.4,8,278789
10208,트렁크 (호텔)(TRUNK (HOTEL)),2023-07-22,토,8.8,9,278789
10209,토큐 스테이 시부야 신미나미구치(Tokyu Stay Shibuya Shin-Minamiguchi),2023-07-22,토,7.9,8,502196
10210,시부야 크레스톤 호텔(Shibuya Creston Hotel),2023-07-22,토,8.0,8,346547
10211,Hotel DIAMOND,2023-07-22,토,7.4,7,284479
10212,SALON Shibuya,2023-07-22,토,7.4,7,205936
10213,Tabist Hotel New Washington Shibuya,2023-07-22,토,6.6,7,439074
10214,The Millennials Shibuya / Vacation STAY 80745,2023-07-22,토,8.0,8,697921
10215,The Millennials Shibuya / Vacation STAY 80776,2023-07-22,토,8.2,8,683963
10216,Cerulean Tower Tokyu Hotel  A Pan Pacific Partner Hotel,2023-07-22,토,8.9,9,339616
10217,Hotel Emit Shibuya - Vacation STAY 40892v,2023-07-22,토,7.3,7,430293
10218,Hotel Emit Shibuya - Vacation STAY 40890v,2023-07-22,토,7.4,7,683963
10219,Hotel Emit Shibuya - Vacation STAY 40888v,2023-07-22,토,4.0,4,683963
10220,Hotel Emit Shibuya - Vacation STAY 40894v,2023-07-22,토,7.5,8,430293
10221,시부야 도큐 레이 호텔(Shibuya Tokyu REI Hotel),2023-07-22,토,8.1,8,421281
10222,신주쿠 그랑벨 호텔(Shinjuku Granbell Hotel),2023-07-22,토,7.8,8,353133
10223,La'gent Hotel Shinjuku Kabukicho,2023-07-22,토,8.4,8,353133
10224,APA Hotel Shinjuku Kabukicho Chuo,2023-07-22,토,7.7,8,229882
